vote_average,title
5.9,Locked Out
5.7,A Fantastic Fear of Everything
6.9,Fire Over England
6.5,Fog Over Frisco
6.2,Ten Seconds to Hell
3.9,Storage 24
2.0,Tokio Baby
5.6,Deadfall
7.2,Skirt Day
4.3,So Big!
6.8,The Quare Fellow
6.6,Chronicle of My Mother
6.0,The Confession
5.7,Watch the Birdie
5.0,Putin’s Kiss
4.9,Journey to Saturn
6.1,Byzantium
2.9,Buzzkill
4.7,The Perfect Family
6.4,Halo 4: Forward Unto Dawn
6.7,Step Up Revolution
3.0,Hellraiser: Revelations
6.5,Jungle de Ikou
4.3,The Lost Missile
4.0,Nightmare Man
5.6,Cry Wolf
5.7,Imaginaerum
4.6,Division III: Football's Finest
6.6,Rebecca of Sunnybrook Farm
5.9,Mark Twain
6.0,DMT: The Spirit Molecule
4.9,Mac & Devin Go to High School
5.3,A Burning Hot Summer
4.8,Adventure in Baltimore
5.2,Baby Take a Bow
5.9,Shaolin Wooden Men
6.9,The Sleeping Car Murder
7.4,Let's Not Get Angry
6.5,Hothead
4.3,Poolboy - Drowning Out the Fury
6.8,The Poll Diaries
8.0,Paperman
6.8,We Should Not Exist
5.5,Erreur de la banque en votre faveur
6.1,Kirikou and the Wild Beasts
4.0,Slingshot
6.0,Brooklyn Bridge
5.0,Arcade
10.0,Paramore: The Final Riot!
5.3,Bad Ass
6.2,Nativity!
4.1,A Christmas Story 2
4.8,Elevator Girl
5.0,Recoil
5.4,Ghost Voyage
5.7,"Peace, Love & Misunderstanding"
6.4,The Congress
5.0,Fever
5.8,Made in Mexico
6.3,Hitchcock
6.6,Caesar Must Die
5.6,Interceptor
7.1,Now Where Did the Seventh Company Get to?
5.9,Other Worlds
7.0,Peppermint Soda
4.0,American Roulette
7.6,From Up on Poppy Hill
7.3,Redline
6.5,Honeymoon
7.7,Just Around the Corner
6.0,Kathleen
5.0,Burn Up!
6.2,Welcome to the Space Show
6.3,Barry Munday
6.9,"Oui, mais..."
6.0,Space Adventure Cobra
6.6,L'aventure c'est l'aventure
7.5,A Season for Miracles
4.4,Looking for Jackie
6.2,Shaolin Temple 2: Kids from Shaolin
4.7,Memory
5.0,Snowmageddon
5.7,Jazz
7.3,Barbara
6.9,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman
9.0,Little Miss Broadway
3.3,Miss Annie Rooney
7.0,Mr. Belvedere Goes to College
7.0,The Hobbit: An Unexpected Journey
5.7,Born to Defend
6.5,The Fitzgerald Family Christmas
5.3,Hyde Park on Hudson
4.9,Lay the Favorite
6.3,All's Faire in Love
5.6,Crooked Arrows
5.8,The Enforcer
6.2,Contract Killer
4.8,Never Say... Never!
5.8,Calmos
4.9,How to Make Love to a Woman
5.7,"After Fall, Winter"
6.7,Violeta Went to Heaven
6.3,Rebellion
6.0,Versailles
5.5,Two in the Wave
8.0,"RKO Production 601: The Making of 'Kong, the Eighth Wonder of the World'"
6.1,The Last Rites of Joe May
5.0,The Prodigal
4.3,The Eleventh Hour
6.7,Federico Fellini's Autobiography
6.7,Zero Dark Thirty
5.0,Consuming Spirits
7.4,Chasing Ice
5.7,Antiviral
5.1,Adventures of Arsene Lupin
7.2,The Three Brothers
5.0,Ghost Machine
4.3,Freeloaders
7.3,The Immortal Story
5.0,Filming Othello
5.8,The Woodsman and the Rain
5.6,Fire with Fire
6.4,Warm Bodies
3.6,The Gay Bed and Breakfast of Terror
6.4,Dororo
5.7,Asylum Blackout
6.7,Fresh Bait
6.4,Frenchmen
6.0,Wrong
5.1,Young & Wild
5.8,Trishna
6.3,Chained
4.2,The Goodbye Girl
5.7,The Ring Finger
5.6,"Count Yorga, Vampire"
6.1,The Comedy
5.7,Bluebeard
5.4,Playing for Keeps
7.0,Poor Little Rich Girl
3.5,Skate Or Die
7.8,Negative Happy Chain Saw Edge
7.0,Stevie Nicks: Live at Red Rocks
5.4,The Guilt Trip
5.1,The Girl on a Motorcycle
6.1,Save the Date
6.3,Jack Reacher
7.8,Django Unchained
5.6,This Is 40
7.2,I Bought a Vampire Motorcycle
6.0,Willard
6.1,The Public Woman
7.7,Ohyaku: The Female Demon
5.7,Ice Cream Man
6.1,Cirque du Soleil: Worlds Away
7.0,The Impossible
4.3,A Carol for Another Christmas
7.2,Les Misérables
5.3,Gestapo's Last Orgy
6.3,Mamitas
8.0,The Bobo
6.2,Struck by Lightning
6.5,Minecraft: The Story of Mojang
3.5,Spring Break Shark Attack
6.1,Campfire Tales
4.4,Seven Ways from Sundown
6.9,Aziz Ansari: Intimate Moments for a Sensual Evening
5.4,Not Fade Away
6.4,Quartet
4.8,Silent Night
5.1,The Turn of the Screw
6.0,"Coluche, l'histoire d'un mec"
7.4,Les parasites
6.7,The Reluctant Dragon
6.3,A Marine Story
5.2,Malibu High
5.2,Jerusalem Countdown
4.0,Stand Up and Cheer!
6.6,Stowaway
5.6,Susannah of the Mounties
5.0,In Your Dreams
5.8,Would You Rather
7.1,Kumaré
5.8,Lady Oscar
5.5,That Hagen Girl
4.8,Maximum Conviction
5.8,The Eye of the Storm
4.3,976-Evil II
4.0,Xtro 2: The Second Encounter
4.1,Xtro 3: Watch the Skies
5.4,Addicted
6.8,Foreign Intrigue
6.3,Harem suare
4.1,"Glenn, the Flying Robot"
6.9,Kevin Smith: Burn in Hell
4.2,Slipstream
5.0,The Woodmans
6.2,Holiday in Handcuffs
5.8,Camp Rock 2: The Final Jam
6.1,StreetDance 3D
4.4,The New Barbarians
5.4,How To Stop Being A Loser
6.2,Transfer
3.4,Holiday Reunion
5.0,A Time of Roses
6.3,Juan of the Dead
5.8,Parental Guidance
5.6,Sexy Baby
6.6,Snow on tha Bluff
6.3,John Dies at the End
6.1,Vidal Sassoon: The Movie
7.2,Born to Be Wild
5.6,Blonde Ice
2.0,Ultrasuede: In Search of Halston
7.0,Trek Nation
5.5,Chely Wright: Wish Me Away
6.8,The Central Park Five
5.9,The Collection
4.9,FDR: American Badass!
4.3,All Superheroes Must Die
5.0,Booker's Place: A Mississippi Story
7.1,Girl Walk // All Day
5.9,Las Acacias
7.2,Just Ask My Children
4.8,Never Too Young to Die
5.5,Remember the Daze
5.3,Waiting for Lightning
8.4,Yesterday's Enemy
6.3,Young People
7.0,Henry
4.7,L'incruste
5.9,The Villain
4.8,Soldiers of Fortune
7.2,Rurouni Kenshin
6.7,Les Misérables
5.9,Extracted
3.5,Stevie
4.8,Mansome
6.5,Les Misérables
5.6,Les Miserables
6.0,Kenji Mizoguchi: The Life of a Film Director
6.0,Promised Land
5.6,Neo Ned
5.5,Offender
7.0,Confessions of a Window Cleaner
6.7,The Man Who Haunted Himself
5.9,Dakota Skye
6.1,The Immaculate Conception of Little Dizzle
5.7,Judas Kiss
7.5,Confessions of a Pop Performer
4.9,Private Romeo
4.1,Role/Play
8.0,I Know What I Saw
5.7,The Sweeney
7.0,Fish Story
6.3,Comedy Central Roast of Bob Saget
7.5,Tiny Toon Adventures: How I Spent My Vacation
6.8,Trapped in the Closet: Chapters 1-12
6.4,The Sea of Grass
6.1,The Visitors
5.9,The Man Who Laughs
4.8,Excuse Me for Living
6.1,Aftermath
6.0,Dr. Bronner's Magic Soapbox
5.2,"Guns, Girls and Gambling"
5.3,A Dark Truth
7.0,A Conversation with Gregory Peck
5.5,Odette Toulemonde
3.8,Mein Kampf
5.3,Pusher
6.3,Lucy
6.0,The Hollywood Complex
6.2,The Shunning
6.5,Leave
5.3,Texas Chainsaw 3D
4.3,K-11
4.5,Ex-Girlfriends
6.2,Gangster Squad
5.0,The Marsh
5.3,The Climb
3.3,The Warrior and the Sorceress
5.9,The Company You Keep
4.0,The Trouble with Bliss
5.2,The Samaritan
5.9,I Got Next
6.4,The Iceman
4.1,Mad Ron's Prevues from Hell
3.0,T.N.T.
5.0,Secrets of the Tribe
7.8,It's Such a Beautiful Day
4.2,Kiss the Bride
5.4,A Haunted House
5.7,Sinners and Saints
4.0,Painted Lady
6.8,Whores' Glory
5.0,Somewhere in Palilula
6.2,A Fork in the Road
7.2,The Waiting Room
7.5,Beware of Mr. Baker
7.9,"Batman: The Dark Knight Returns, Part 2"
3.9,Alphabet City
5.7,Pokémon the Movie Black: Victini and Reshiram
5.8,Pokémon the Movie White: Victini and Zekrom
6.4,Cleanflix
6.5,The Unloved
6.2,Paul Williams Still Alive
6.8,Sister
7.6,Mea Maxima Culpa: Silence in the House of God
7.1,Everything or Nothing
3.3,Grayeagle
3.3,Codependent Lesbian Space Alien Seeks Same
5.2,The World's Greatest Athlete
6.5,Jesse Stone: Stone Cold
6.9,Jesse Stone: Death in Paradise
6.8,Jesse Stone: Sea Change
4.1,Cargo
6.3,Jesse Stone: No Remorse
6.1,Jesse Stone: Innocents Lost
6.5,Jesse Stone: Benefit of the Doubt
7.0,Diana Vreeland: The Eye Has to Travel
6.7,Padre nuestro
8.0,Milarepa
6.5,Renoir
5.3,Typhoon
5.7,The Last Stand
6.0,Mama
6.5,Upstream Color
8.0,Careless Love
7.4,Special When Lit
5.0,The Year of the Tiger
4.5,Outpost: Black Sun
5.0,Double Indemnity
7.3,London After Midnight
5.7,Broken City
5.4,Nursery University
6.4,Ginger & Rosa
1.0,First Shot
7.5,Marina Abramović: The Artist Is Present
7.3,Bonsai
5.7,Shadow Dancer
6.0,It's a Disaster
5.7,Texas Across the River
5.0,The Comic
8.0,Up In Smoke
4.9,First Daughter
3.8,Battle of Los Angeles
8.1,Jason Becker: Not Dead Yet
3.2,Chicago Massacre: Richard Speck
5.4,Keep the Lights On
8.2,Beauty Is Embarrassing
6.5,Girl Model
7.4,Crossfire Hurricane
6.6,Middle of Nowhere
6.0,True Blue
4.9,The Guns Of Fort Petticoat
8.6,Madagascar
6.6,Omar Killed Me
6.7,Red Hook Summer
5.9,Le Chef
7.5,Punching the Clown
6.9,Tale of a Forest
4.2,Choose
6.0,Creature from Black Lake
4.5,Movie 43
8.0,The Iceman Tapes: Conversations with a Killer
6.0,Night of the Demons 2
7.0,Hitler's Madman
5.3,Death Race: Inferno
7.0,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe
5.0,Jean Gentil
7.2,The Pervert's Guide to Ideology
5.7,Parker
3.2,We the Party
6.2,Treacle Jr.
5.8,The End of Love
5.0,The Act in Question
6.4,The Color Wheel
6.2,Sightseers
5.7,Oppai Volleyball
5.7,Hansel & Gretel: Witch Hunters
7.0,Murder by Proxy:  How America Went Postal
5.5,After Porn Ends
7.0,Angelique
3.5,Stonehenge Apocalypse
4.7,The Last Godfather
5.0,Portrait of Wally
6.6,Starlet
8.0,Poor Us: An Animated History of Poverty
7.8,Jim Jefferies: Fully Functional
7.8,Tom Petty and the Heartbreakers: Runnin' Down a Dream
5.4,Churchill: The Hollywood Years
5.6,Godzilla vs. Gigan
3.5,The Music Man
6.0,"Wild Horse, Wild Ride"
7.0,God Save My Shoes
5.3,Why Stop Now?
6.3,The Psychopath
5.0,"Not With My Wife, You Don't!"
6.4,The Big Picture
6.5,The East
8.5,Pretty Sweet
6.0,Lo
4.9,The House of Seven Corpses
6.3,Confessions of a Driving Instructor
6.4,Confessions from a Holiday Camp
5.8,Kilometre Zero
5.0,Un vampiro para dos
7.1,Blancanieves
6.5,Return
4.7,Head Games
6.8,"Pink Ribbons, Inc."
5.9,Ballplayer
7.5,Désiré
6.2,Upside Down
5.7,The Liability
7.2,Angst
6.9,Pressure Point
3.0,Butchered
5.0,On the Edge
5.9,The Baytown Outlaws
5.8,LUV
5.9,Stand Up Guys
5.4,Le grand soir
5.0,Chouga
4.3,A Life Apart: Hasidism in America
7.1,Hawking
7.0,No
4.5,Finding Joy
7.3,Now Is Good
5.6,The Haunting in Connecticut 2: Ghosts of Georgia
9.0,The Adonis Factor
6.3,Resident Evil: Degeneration
7.2,Call Me Kuchu
7.7,No Man of Her Own
6.7,Starring Maja
6.2,Miss Kicki
6.4,Side Effects
5.4,Midnight's Children
5.6,Identity Thief
6.3,The Waiting Room
1.0,Shadow People
4.7,The ABCs of Death
6.4,21 Ways to Ruin a Marriage
7.0,Rainy Dog
6.3,Resident Evil: Damnation
6.0,The Foreigner
4.3,Assault of the Sasquatch
4.7,The Rage
6.7,The Bang Bang Club
6.5,The Gatekeepers
4.2,A Glimpse Inside the Mind of Charles Swan III
7.1,Lore
6.1,The Rumble in the Air: Conditioned Auditorium
4.0,The Devil's Tomb
4.8,Game of Death
3.8,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?
6.0,The Playroom
6.5,Song for Marion
5.6,Beautiful Creatures
6.7,Living Free
5.8,Ten Tall Men
4.9,Knucklehead
5.2,A Good Day to Die Hard
6.0,I Thank a Fool
5.0,Monte Walsh
5.7,21 & Over
6.1,Mothlight
6.1,War Witch
6.6,The World Before Her
5.0,Who Killed Vincent Chin?
6.9,Safe Haven
5.1,Elles
5.5,Bronies: The Extremely Unexpected Adult Fans of My Little Pony
8.3,Frozen Planet
7.0,The Match King
6.4,The Goddess of 1967
7.6,PressPausePlay
5.7,U.S. Seals
5.3,Raid on Rommel
5.1,Universal Soldier: Day of Reckoning
6.2,Room 237
4.9,Arnulf Rainer
4.0,The Amazing Johnathan: Wrong on Every Level
8.0,The Mind Reader
8.0,Benji
5.7,Escape from Planet Earth
1.0,Saving Lincoln
7.2,Patton Oswalt: No Reason to Complain
2.0,Death of a Salesman
7.3,Film Noir: Bringing Darkness to Light
7.0,Salla - Selling the Silence
7.3,Before Midnight
5.3,The Oranges
7.5,Fake It So Real
5.0,The Reincarnation of Isabel
4.0,How to Make a Monster
7.5,Which Way Home
5.0,Heroine
5.6,Starship Troopers: Invasion
7.4,Lucifer Rising
5.8,Snitch
3.5,Black and White
7.0,The Pirate Bay: Away From Keyboard
9.0,Living in Emergency: Stories of Doctors Without Borders
6.1,Dark Skies
6.5,Zig Zag
6.3,Empty Nest
5.0,I am Jesus
7.0,A Coffee in Berlin
8.0,Holy Wars
8.0,911 in Plane Site
5.3,Maniac Cop 2
5.5,Gunfighter's Moon
7.3,A Movie
7.1,The Act of Seeing with One's Own Eyes
6.9,"Look, Up in the Sky: The Amazing Story of Superman"
7.7,ARAL. Fishing in an Invisible Sea
5.9,Yoyo
6.3,As Long as You've Got Your Health
5.5,Jack the Giant Slayer
4.4,The Last Exorcism Part II
9.5,Lenny Bruce: Swear to Tell the Truth
4.9,Verboten!
5.5,The Solitude of Prime Numbers
6.6,The Unintentional Kidnapping of Mrs. Elfriede Ott
7.1,The Legend of Sleepy Hollow
5.4,G.I. Joe: Retaliation
3.5,My Name Is Juani
6.5,Stoker
5.5,Phantom
5.5,The Tale of Sweeney Todd
6.0,Le Grand Amour
7.4,Sound City
5.7,Oz: The Great and Powerful
4.9,The Net 2.0
6.3,Satan's Blood
5.1,Tripping the Rift: The Movie
5.9,Dead Man Down
6.8,The Croods
6.0,Land of Milk and Honey
7.0,The Thick-Walled Room
8.3,I Will Buy You
3.9,This Movie Is Broken
6.5,Life 2.0
6.6,Sons of Perdition
7.0,Last Call at the Oasis
4.6,The Child
6.4,And Now The Screaming Starts
5.1,Wieners
6.2,The Borrowers
1.3,First Target
4.3,Age of the Dragons
4.9,The Trial of the Incredible Hulk
6.6,Populaire
8.5,Central Park
5.7,The Inheritance
6.0,"Hello, Friend"
6.4,The Hucksters
6.1,Emperor
6.5,The Silence
5.9,The Girl
6.2,Genghis Khan
6.8,Leviathan
7.1,Burn
5.1,Elevator
5.6,Paper Castles
5.6,Accomplices
6.7,The Glass Menagerie
5.8,The Great Gatsby
5.2,Wild Guitar
6.4,The Sadist
4.6,Herman's House
6.6,Westward the Women
4.3,A Thousand Cuts
8.0,Pablo's Hippos
5.9,Radio Rebel
6.3,StarStruck
6.0,Geek Charming
3.0,Elevator
5.2,In Their Skin
5.4,I Give It a Year
5.3,The Incredible Burt Wonderstone
5.0,Spring Breakers
4.8,The Red Spectacles
5.5,Abendland
5.7,Shanghai Calling
5.8,I'm So Excited!
4.2,The Frozen
5.7,Amber Lake
3.5,Unspeakable Acts
6.9,Operation: Daybreak
6.5,The Crossing
8.2,Stolen Seas
3.4,The Snow Creature
3.7,Snowbeast
4.0,The Atomic States Of America
5.9,I Am Comic
2.2,Outlaw of Gor
6.6,The Call
6.2,Olympus Has Fallen
3.6,InAPPropriate Comedy
7.5,Gregory Crewdson: Brief Encounters
4.8,Blood Games
5.5,The Wandering Soul Murders
5.0,Abraham Lincoln
4.5,Steep
6.0,Los Marziano
6.6,My Brother the Devil
7.1,The First Time
6.0,Mezzo Forte
7.0,Company
5.7,Kill for Me
5.5,The Baby Dance
6.5,The Inspectors
7.0,El Big Bang de Tunguska
7.0,The Big Circus
5.6,My Last Five Girlfriends
4.8,Trailer Park of Terror
4.9,The Task
5.2,2:22
4.3,The Cottage
5.0,Miguel and William
6.2,The Brussels Business
4.6,Big Girls Don't Cry... They Get Even
6.4,Curse of the Blair Witch
7.0,Upperworld
6.6,Storage
3.3,Assassin's Bullet
7.3,In the House
3.3,30 Beats
5.6,The King Is Dead!
1.0,Nazty Nuisance
4.3,An Ungentlemanly Act
6.8,The Place Beyond the Pines
6.9,Into the White
5.8,The Brass Teapot
5.9,Phil Spector
6.3,Alabama Moon
4.3,Smitty
6.0,The Host
3.0,Angel Dog
4.4,The Best and the Brightest
6.3,Two Little Boys
5.5,A Bird of the Air
5.0,A Breed Apart
6.0,A Bag of Hammers
5.0,The Good Doctor
5.0,The Whale
5.5,Admission
4.3,Riverworld
4.3,Confidential Agent
5.0,18 Fingers of Death!
6.0,A Get2Gether
6.2,A Bunch of Amateurs
7.5,Night Across the Street
5.0,Patience (After Sebald)
4.4,Three Way
5.5,A Night in Heaven
5.9,'Twas the Night Before Christmas
4.5,Dr. Dolittle 3
4.8,The Ghost Galleon
2.9,Copper Mountain
7.2,One Life
5.8,Blue Caprice
6.9,Bad 25
3.5,Solemn Promise
5.8,Underground: The Julian Assange Story
3.8,Lush Life
5.7,009 Re: Cyborg
5.8,Ace Attorney
4.0,Loaded
5.0,Dinosaurus!
2.7,Miss Cast Away
5.0,Thank God He Met Lizzie
6.4,Evil Dead
6.5,Trance
6.3,The War of the Gargantuas
6.8,The Machine That Kills Bad People
6.5,Chasing Beauty
6.3,Killing Bono
5.7,Welcome to the Punch
5.6,My Awkward Sexual Adventure
5.6,Fly Me to the Moon
6.8,Better This World
6.3,Skylab
1.0,Putzel
6.8,The Mountain
7.0,The Fighting Prince of Donegal
3.9,Poor White Trash
6.1,Year of the Jellyfish
6.4,Don't Make Waves
5.0,About Face: Supermodels Then and Now
4.0,According to Spencer
8.0,One Lucky Elephant
6.8,Racing Dreams
7.9,The Staircase
6.0,Shepard & Dark
6.4,Teenage Paparazzo
6.4,Oblivion
3.2,Nazis at the Center of the Earth
4.9,The Fourth State
6.2,God's Puzzle
6.7,Siberian Education
4.8,Dark Tide
7.9,Bones Brigade: An Autobiography
5.9,To the Wonder
6.8,42
5.0,The Prodigal Son
6.6,Ladybug Ladybug
7.1,Happy
5.0,The Truth of Lie
4.9,Bhutto
6.6,Undefeatable
6.0,The Burning Bed
4.6,A Lawless Street
4.9,Across the Wide Missouri
5.0,Seeking Asian Female
6.5,U2: From the Sky Down
4.8,Afghan Luke
6.7,Alex in Wonderland
5.5,Carne de gallina
8.0,Wolf Children
6.0,Mugabe and the White African
5.4,Battle in Outer Space
5.7,Tesla: Master of Lightning
8.2,Never Sleep Again: The Elm Street Legacy
6.9,Disconnect
5.0,iSteve
3.0,All American Orgy
7.5,The Colors of the Mountain
7.1,The Eternal Return
4.3,Konga
6.3,The H-Man
4.6,Scary Movie 5
8.0,Last Cowboy Standing
7.3,Like Someone in Love
5.5,The Invincible Iron Man
6.2,Thor: Tales of Asgard
7.4,Before Your Eyes
4.0,"Yongary, Monster from the Deep"
5.7,To the Arctic
6.1,Pain & Gain
5.6,The Holding
3.7,Breaking Wind
10.0,The Taming of the Shrew
7.8,The Bride Came C.O.D.
6.0,Mexican Hayride
5.2,Iron Man: Rise of Technovore
6.8,Hulk vs. Wolverine
6.7,Planet Hulk
7.1,A Band Called Death
6.3,Home Run
6.3,Resolution
6.0,Grabbers
5.6,Erased
4.0,Albino Farm
5.5,Always in My Heart
7.1,Justice League: Doom
6.6,Living on One Dollar
5.9,The Magnetic Monster
6.0,After Office Hours
3.4,American Kickboxer
5.0,American Kickboxer 2
5.5,Polly of the Circus
7.6,Going to Pieces: The Rise and Fall of the Slasher Film
5.2,One-Eyed Monster
6.0,Yesterday Was a Lie
6.2,This Is the End
6.8,Iron Man 3
5.4,Miss Austen Regrets
5.4,Valentino
4.9,Revolution
5.2,The Black Camel
6.1,Middle of Nowhere
6.6,Superman: Unbound
4.5,Zombies of the Stratosphere
5.3,The Numbers Station
5.8,The English Teacher
6.5,Standing Up
5.9,Black Gold
1.0,"The Late, Great Planet Earth"
5.8,A Better Way to Die
6.8,Casanova's Big Night
5.1,Tunnel Rats
4.6,"20,000 Leagues Under the Sea"
7.0,Mud
5.0,L'industriale
7.1,Chariots of the Gods
5.8,The Human Tornado
5.1,Aces 'N' Eights
5.3,The Tenth Man
8.5,Bill Hicks: Revelations
4.8,Perils of the Sentimental Swordsman
6.0,War of the Shaolin Temple
6.0,Majesty
6.9,Dragon
6.3,The Lost One
6.3,Manhunt: The Inside Story of the Hunt for Bin Laden
5.5,Cheerful Weather for the Wedding
5.7,Small Apartments
6.4,Holy Flame of the  Martial World
5.3,The Web of Death
6.0,Ju-on: White Ghost
4.6,Ju-on: Black Ghost
8.0,The South Shaolin Master
6.0,Cold Steel
4.0,The Afflicted
5.4,Pawn
5.0,Manborg
5.8,Under the Salt
4.5,Henry IV Part 1
6.2,Family Weekend
6.7,The Woman Who Wasn't There
6.5,The Scapegoat
6.5,8:46
7.2,Hungry for Change
6.9,Ovosodo
8.3,A Grin Without a Cat
7.7,Numéro Deux
4.0,Empire
3.8,American Bandits: Frank and Jesse James
6.1,Shaolin Temple
4.3,Descendant of the Sun
5.0,A Brooklyn State of Mind
6.1,Three and Out
4.4,About Cherry
5.4,Sushi Girl
4.3,Where The Road Meets The Sun
3.3,Airspeed
4.9,Rich and Famous
6.2,The Arrested Development Documentary Project
6.1,The Awful Dr. Orlof
6.5,"Tomorrow, the World!"
5.7,Syrup
6.8,The Candy Snatchers
4.6,Fortress 2
5.0,The Woman in the Fifth
4.7,The Intruder
7.3,The Great Gatsby
3.8,Hurt
7.3,How Much Wood Would a Woodchuck Chuck
7.3,Hyenas
7.0,Sicilia!
5.8,The Little Thief
5.4,A Blueprint for Murder
6.1,My Sucky Teen Romance
7.4,Star Trek Into Darkness
8.4,Sweet Home
5.0,The Last Chance: Diary of Comedians
5.7,An American Romance
2.5,Angels Don't Sleep Here
6.9,Foreverland
5.2,Wish You Were Here
5.8,Tales of Vesperia: The First Strike
6.3,Reincarnated
6.1,The Internship
7.8,La Soufrière
7.5,The Man with a Cloak
8.0,Spine Tingler! The William Castle Story
3.7,Last Stand at Saber River
6.0,The Flaying
5.0,The Secret Six
5.9,The Corsican File
6.9,Zatôichi Meets Yojimbo
4.8,Deep in the Valley
5.0,Tokyo Trial
5.6,My Fake Fiance
7.0,Sissi: The Young Empress
3.5,Below the Belt
4.5,"Aries Spears: Hollywood, Look I'm Smiling"
4.9,Kiss of the Damned
7.1,Stories We Tell
6.7,Darkon
6.6,180° South: Conquerors of the Useless
3.5,After Alice
5.6,The Jeffrey Dahmer Files
5.8,Senność
6.7,Cycling with Molière
5.4,Company of Heroes
7.0,Three Smart Girls Grow Up
9.0,New York: A Documentary Film
4.9,The Dead Man and Being Happy
5.6,Livid
5.6,Only God Forgives
6.0,The Hangover Part III
7.7,Garbo: The Spy
6.7,Fast & Furious 6
6.4,Epic
4.7,Captain America
4.0,Night at the Crossroads
3.5,Captain America II: Death Too Soon
6.2,Bastards of the Party
7.1,The Past
5.2,Lathe of Heaven
6.3,Down Terrace
5.9,My Wrongs 8245-8249 And 117
5.0,Bush Mama
3.8,"Surrender, Dorothy"
4.0,The Twonky
5.5,The Loss of a Teardrop Diamond
6.0,Life Back Then
5.3,The Devil's Carnival
7.3,Frances Ha
5.1,The Lords of Salem
5.6,Up Periscope
6.2,Alive and Ticking
6.6,Behind the Candelabra
5.5,India: Matri Bhumi
9.5,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty
4.3,L.A. Zombie
6.0,Firecracker
4.8,Earth's Final Hours
5.8,Finding a Family
5.3,With Great Power: The Stan Lee Story
5.3,Aftershock
6.6,3096 Days
6.8,My Stuff
6.5,Hilton!
5.4,The Human Scale
7.3,Privilege
7.1,Little Girl
5.3,The Last Elvis
7.5,Last Days Here
5.0,After Earth
7.0,Dream Demon
5.5,Act One
5.0,Fairhaven
5.0,Derek
4.4,The Devil Within Her
7.3,Now You See Me
6.0,Lovelace
1.0,A Dangerous Place
5.1,Modify
6.2,Hiroshima
6.6,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death
4.9,Dark Circles
5.8,Assault on Wall Street
5.0,Interview with a Hitman
6.4,Special Forces
6.3,Feeding Frenzy
5.5,Age of Heroes
6.7,All In: The Poker Movie
5.6,Nice Guy Johnny
6.7,Take Me Home
6.8,An Ideal Husband
6.1,Any Wednesday
5.0,Attack on the Iron Coast
7.5,Le combat dans l'île
6.0,The Era of Vampires
5.7,Somebody Up There Likes Me
6.3,Mary and Martha
5.5,Redd Inc.
5.7,Rapado
6.5,The Color of Friendship
6.1,Berberian Sound Studio
7.1,The Way Way Back
5.5,Foxfire
7.5,Vasermil
9.0,Whole
7.1,Penthouse
5.0,Come Out and Play
6.7,Just Like Brothers
7.5,The Body
7.1,Much Ado About Nothing
6.6,Any Day Now
5.7,No and Me
6.5,Man of Steel
7.0,The Kings of Summer
7.5,Pyaar Ka Punchnama
8.0,"London, Paris, New York"
5.7,The Big Wedding
6.9,Still Mine
7.1,Hannah Arendt
6.6,The Other Family
8.0,Birders: The Central Park Effect
5.0,41
7.0,Bakhita
6.0,The Purge
5.8,The Neighbor
5.3,God Bless Ozzy Osbourne
6.6,The Reluctant Fundamentalist
4.9,Rapture-Palooza
5.5,100 years of evil
8.6,Speed - In Search of Lost Time
5.8,After Him
6.3,The Witches
5.5,Tetsuo: The Bullet Man
7.4,20 Feet from Stardom
5.1,Far Out Man
5.8,Beverly Hills Chihuahua 3 - Viva La Fiesta!
7.2,AM1200
7.0,The Executioner
5.3,The Bling Ring
5.1,The Mugger
7.0,Monsters University
4.4,Hammer of the Gods
5.7,6 Month Rule
6.4,A Beginner's Guide to Endings
7.0,The War You Don't See
5.8,Schlussmacher
8.0,From the East
4.3,Wedding Trough
6.2,Oblivion Island: Haruka and the Magic Mirror
6.5,Eden
6.1,Days of Grace
6.9,A Place at the Table
6.9,Fullmetal Alchemist: The Sacred Star of Milos
4.3,American Idiots
5.9,Maniac
5.3,Not Suitable For Children
6.3,The Lesser Blessed
5.5,A Common Man
6.7,Pacific Rim
6.4,Lego Batman: The Movie - DC Super Heroes Unite
7.7,The Best Offer
5.6,Sassy Pants
5.0,A Flea In Her Ear
6.0,Ada
3.9,Adam and Eve
6.7,World War Z
6.4,Elysium
7.1,Dirty Wars
5.0,I Want to Marry Ryan Banks
5.2,K-911
6.3,Mr. Moto's Gamble
6.3,Unconditional
7.3,Sign 'o' the Times
6.7,Just Before Dawn
6.2,We Steal Secrets: The Story of WikiLeaks
3.3,Dragon Hunter
6.1,Shark Alarm at Müggel Lake
6.4,The Revisionaries
6.8,The Anniversary
7.8,The Death of Maria Malibran
5.0,Minamata: The Victims and Their World
5.8,American Mary
4.1,Liz & Dick
6.2,Europa Report
6.6,Odd Thomas
7.2,Jim Gaffigan: Mr. Universe
7.0,The Projectionist
6.5,The Vampire
5.8,Love Ghost
5.6,Blutzbrüdaz
7.0,Despicable Me 2
6.3,White House Down
6.7,The World's End
