vote_average,title
6.1,Undisputed
5.4,Amy's Orgasm
7.0,Children on Their Birthdays
7.0,Hush!
6.3,How I Killed My Father
5.0,Satin Rouge
5.4,The Care Bears Movie
5.5,Care Bears Movie II: A New Generation
6.8,Clash of the Titans
6.4,Hot Shots!
5.4,Nightmare City
5.4,The Swarm
6.8,Time After Time
3.7,The Unearthly
4.9,976-EVIL
4.9,Camilla
5.9,Down and Out in Beverly Hills
6.1,Flaming Star
5.5,Love Me Tender
6.0,The Return of the Vampire
6.8,The Revenge of Frankenstein
6.3,Stakeout
6.8,Wild in the Country
6.0,Wolfen
3.2,FearDotCom
5.5,Slap Her... She's French
3.0,Love and a Bullet
5.2,Mad Love
7.4,À Nous la Liberté
6.5,True Colors
7.5,Snipes
5.7,City By The Sea
5.0,Swimfan
5.5,The Incubus
6.3,Johnny Dangerously
6.0,The Last House on the Left
7.2,Thesis
8.0,The Pinochet Case
6.2,Barbershop
4.4,Stealing Harvard
6.6,The Transporter
7.0,Betty Fisher and Other Stories
6.6,The Children of the Century
6.5,Igby Goes Down
5.3,Aspen Extreme
5.0,Betsy's Wedding
5.6,Captain Ron
5.1,Ernest Goes to Jail
5.9,Ernest Scared Stupid
5.9,The Gypsy Moths
4.3,The Hills Have Eyes Part II
6.1,The Hills Have Eyes
6.8,Indian Summer
7.2,The Mack
5.8,Monkey Trouble
4.8,Monster in the Closet
6.3,No Way to Treat a Lady
5.3,Shock Waves
4.8,Spaced Invaders
4.6,Suburban Commando
4.4,Surf Ninjas
7.4,Tabu
7.2,The Wanderers
6.9,The Yearling
7.3,The Ladykillers
7.3,The Lavender Hill Mob
6.9,The Man in the White Suit
7.5,Ratcatcher
6.6,Society
7.3,Son of the Bride
7.5,The Experiment
4.3,Ballistic: Ecks vs. Sever
5.5,The Banger Sisters
6.5,The Four Feathers
5.8,Trapped
6.9,8 Women
7.0,His Secret Life
6.5,Invincible
6.8,Secretary
8.3,Spirited Away
6.3,The Trials of Henry Kissinger
6.1,Sweet Home Alabama
5.3,The Tuxedo
7.6,Charly
5.0,Crazy As Hell
6.4,Moonlight Mile
6.0,Skins
6.2,Wasabi
6.4,Jonah: A VeggieTales Movie
6.7,Red Dragon
7.0,Between Strangers
7.2,Bloody Sunday
6.8,Heaven
6.5,Pipe Dream
5.9,The Man from Elysian Fields
6.2,Welcome to Collinwood
6.4,Flirting
6.4,Mothra vs. Godzilla
4.4,Godzilla's Revenge
6.8,"Godzilla, King of the Monsters!"
5.6,The Moderns
6.2,The Onion Field
7.4,Powaqqatsi
7.1,The Pride of the Yankees
5.2,Texasville
6.7,Valmont
3.5,Ernest Goes to Africa
3.3,Ernest In The Army
7.2,Horror of Dracula
6.2,Strange Brew
6.4,The Incredible Mr. Limpet
5.2,Claire of the Moon
7.1,Django
4.6,Django Strikes Again
7.3,The Fan
6.6,Flashback
6.0,Hanky Panky
5.9,The Rocking Horse Winner
7.0,Seance on a Wet Afternoon
7.6,Shamus
7.6,The Wrong Guy
6.0,Below
7.0,Brown Sugar
5.9,Knockaround Guys
6.3,The Rules of Attraction
6.4,Tuck Everlasting
7.2,White Oleander
7.3,Bowling for Columbine
6.8,Comedian
6.5,On Guard
5.7,Pokémon 4Ever: Celebi - Voice of the Forest
6.9,Punch-Drunk Love
5.4,Safe Conduct
4.8,Swept Away
4.6,Abandon
5.9,The 51st State
6.5,The Ring
6.1,Auto Focus
7.1,Fidel: The Untold Story
6.3,The Grey Zone
5.9,Hansel & Gretel
6.1,Naqoyqatsi
5.9,Real Women Have Curves
6.4,Tully
5.7,Billy Bathgate
8.2,Grave of the Fireflies
4.2,Jason Goes to Hell: The Final Friday
6.8,The Mechanic
6.5,Saturday Night Fever
4.7,Staying Alive
6.0,To the Devil a Daughter
5.7,Urban Cowboy
5.8,Terror Train
7.4,Times Square
6.9,Tom Horn
2.9,The Pumaman
6.1,Up the Academy
7.0,When Time Ran Out...
4.9,Wholly Moses
5.4,Without Warning
5.2,Xanadu
7.3,...All the Marbles
6.8,Absence of Malice
7.3,All Night Long
5.0,The Amateur
6.4,Banana Joe
6.9,Marianne and Juliane
7.3,Blow Out
5.7,The Boogens
6.2,Buddy Buddy
6.2,The Burning
5.0,Butterfly
5.3,Cannibal Ferox
5.8,Carbon Copy
5.8,Charlie Chan and the Curse of the Dragon Queen
6.9,A Friend Is a Treasure
7.3,The Chosen
7.1,Knock on Wood
5.5,Continental Divide
4.8,The Creature Wasn't Nice
6.1,Dead & Buried
5.0,Deadly Blessing
6.1,Death Hunt
5.0,Endless Love
5.5,Enter the Ninja
6.3,The Entity
6.4,Eye of the Needle
5.9,Eyewitness
3.3,Faces of Death II
4.0,Faces of Death
3.4,Faces of Death III
3.9,Faces of Death IV
2.0,Faces of Death VI
7.0,The Woman Next Door
7.7,First Monday in October
6.4,"Fort Apache, the Bronx"
7.0,Four Friends
6.3,The Four Seasons
5.2,Galaxy of Terror
7.1,Gallipoli
7.2,The Inquisitor
6.3,Ghost Story
4.0,Going Ape!
8.5,Goodbye Pork Pie
7.0,Gregory's Girl
5.7,The Hand
6.0,Happy Birthday to Me
3.8,Heartbeeps
3.6,Inseminoid
6.5,"Ladies and Gentlemen, the Fabulous Stains"
5.4,Lady Chatterley's Lover
3.7,The Legend of the Lone Ranger
5.6,Lili Marleen
7.2,Lola
5.7,Looker
6.6,"The Looney, Looney, Looney Bugs Bunny Movie"
5.7,Madman
5.5,Modern Problems
6.7,Modern Romance
6.3,Ms .45
6.4,My Bloody Valentine
7.7,My Dinner with André
5.2,Neighbors
6.4,The Night the Lights Went Out in Georgia
7.0,Only When I Laugh
6.3,Pennies from Heaven
6.1,Pieces
3.9,Piranha Part Two: The Spawning
6.4,Polyester
6.3,Private Lessons
7.1,The Professional
7.5,Derrida
5.3,Ghost Ship
6.1,Jackass: The Movie
6.4,Paid in Full
4.5,The Truth About Charlie
7.0,All or Nothing
6.1,All The Queen's Men
3.6,Food of Love
7.3,Frida
6.3,Roger Dodger
5.2,Time Changer
7.2,Beau Travail
5.9,The Big Knife
5.3,Casino Royale
6.6,The Company of Wolves
4.4,Escanaba in da Moonlight
6.9,Exodus
6.3,How to Murder Your Wife
6.2,"The Russians Are Coming, The Russians Are Coming"
6.7,The World of Henry Orient
5.2,I Spy
5.5,The Santa Clause 2
5.3,Love in the Time of Money
5.6,The Weight of Water
6.2,Femme Fatale
6.8,8 Mile
6.9,Far from Heaven
5.0,God Is Great and I'm Not
4.6,Half Past Dead
7.4,Harry Potter and the Chamber of Secrets
5.7,Ararat
6.2,The Crime of Padre Amaro
5.6,Interview with the Assassin
7.0,Standing in the Shadows of Motown
6.0,Mutant Action
5.0,Eyes of an Angel
5.6,Liberty Stands Still
7.9,The Life and Death of Colonel Blimp
6.8,Rio Grande
5.8,The Young Americans
6.6,Blackrock
4.6,Men with Brooms
6.2,Mysterious Island
4.3,Soul Assassin
5.2,Left Behind II: Tribulation Force
6.7,Dog Soldiers
6.4,Fingers
6.8,Houseboat
4.5,Legion of the Dead
6.6,Madame Bovary
7.7,My Father's Glory
7.4,My Mother's Castle
5.2,Return to the Blue Lagoon
5.7,Too Beautiful for You
6.2,Toy Soldiers
6.4,The Prowler
6.8,The Pursuit of D.B. Cooper
4.8,Raggedy Man
6.7,Ragtime
4.9,Rich and Famous
7.5,Ricomincio da tre
6.5,Roadgames
5.7,Rollover
5.1,Saturday the 14th
6.5,Scanners
6.1,Sharky's Machine
5.8,Shock Treatment
4.9,So Fine
6.3,Cabbage Soup
7.0,Southern Comfort
5.7,Sphinx
6.6,Tales of Ordinary Madness
5.6,Student Bodies
3.9,Take This Job and Shove It
3.8,"Tarzan, the Ape Man"
6.0,Tattoo
5.5,They All Laughed
7.3,Thief
6.9,This Is Elvis
5.6,True Confessions
5.0,Revolution #9
5.8,Die Another Day
6.9,The Emperor's Club
6.0,Friday After Next
5.0,Personal Velocity
6.5,The Quiet American
5.0,Smokers Only
7.5,Talk to Her
5.3,Eight Crazy Nights
5.0,Extreme Ops
5.9,Solaris
7.2,Treasure Planet
4.6,They
4.3,Chopper Chicks in Zombietown
6.3,What to Do in Case of Fire?
4.9,Another You
7.0,Elling
5.8,I Spit on Your Grave
5.9,The Island at the Top of the World
6.7,The Last Seduction
6.0,The Last Seduction II
6.3,Making Contact
7.6,New Waterford Girl
4.1,The Noah's Ark Principle
5.6,The Sword and the Sorcerer
7.4,Zulu
5.7,Analyze That
6.4,Empire
7.3,Adaptation.
6.9,Equilibrium
4.0,My Kingdom
7.1,It All Starts Today
6.1,Medea
5.0,Scarlet Diva
6.7,Visitor Q
7.4,Bolero: Dance of Life
7.1,Urgh! A Music War
6.9,"Vernon, Florida"
6.7,Escape to Victory
6.6,Whose Life Is It Anyway?
6.9,Zoot Suit
5.5,Alone in the Dark
5.6,Android
6.7,Ace of Aces
4.2,Attack Force Z
5.7,Attila flagello di Dio
5.6,Author! Author!
6.4,Barbarosa
5.3,The Beast Within
5.3,Best Friends
5.9,The Best Little Whorehouse in Texas
6.1,The Border
6.3,The Party 2
6.8,Brimstone & Treacle
7.5,Britannia Hospital
7.7,Burden of Dreams
5.5,Cannery Row
6.6,The Challenge
6.2,Class of 1984
4.9,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean"
7.0,Danton
6.7,Deathtrap
7.0,Eating Raoul
6.2,Drumline
5.5,The Hot Chick
5.6,Maid in Manhattan
6.1,Star Trek: Nemesis
6.7,About Schmidt
7.1,El Bola
6.5,Evelyn
4.5,The Guys
6.7,Intacto
8.0,The Jimmy Show
7.2,Morvern Callar
8.0,The Lord of the Rings: The Two Towers
7.2,25th Hour
6.7,Antwone Fisher
7.1,Gangs of New York
5.9,Two Weeks Notice
5.8,The Wild Thornberrys Movie
6.8,Narc
5.8,Bad Influence
5.4,Blue Steel
4.5,Body of Evidence
7.5,The Children's Hour
5.2,Company Business
7.1,The Duellists
7.1,A Kiss Before Dying
6.1,Legend of the Lost
5.7,Miami Blues
5.4,My Girl 2
7.0,My Girl
8.0,My Neighbor Totoro
6.0,The Road to Hong Kong
6.2,Running Time
7.5,The Thief of Bagdad
6.8,War and Peace
3.0,Where Sleeping Dogs Lie
6.9,Where’s Poppa?
6.1,The Whistle Blower
4.9,Attack of the Crab Monsters
6.8,Black Christmas
6.1,The Day of the Triffids
5.0,Esther Kahn
6.0,Invaders from Mars
5.7,The Story of O
7.0,Fat City
6.6,"Love, Honour and Obey"
5.5,Quicksilver
7.7,Catch Me If You Can
5.6,Pinocchio
6.9,Chicago
7.0,The Hours
6.2,Max
6.8,Nicholas Nickleby
8.1,The Pianist
5.0,Sonny
6.8,Champagne For Caesar
4.4,Doppelganger
5.2,Heavy Metal 2000
5.8,House on the Edge of the Park
7.6,The King of Comedy
6.5,Love Liza
6.6,Confessions of a Dangerous Mind
6.0,Blue Collar Comedy Tour: The Movie
5.3,Just Married
6.5,The Son
6.6,The City of Lost Souls
5.6,Double Whammy
5.0,WiseGirls
5.3,A Guy Thing
4.3,Kangaroo Jack
5.5,National Security
6.8,Above Suspicion
5.0,Alice Adams
7.0,The American Friend
7.3,American Me
7.5,Band of Outsiders
4.0,Breaking Up
6.2,CB4
6.6,The Deathmaker
6.6,Dogfight
6.0,"Easy Come, Easy Go"
5.8,Fun in Acapulco
5.6,Girls! Girls! Girls!
7.2,Imitation of Life
7.5,A Little Romance
5.5,Mystery Date
4.8,"Paradise, Hawaiian Style"
7.6,Pépé le Moko
6.7,Secret Admirer
5.4,Summer Lovers
5.0,Tune in Tomorrow...
5.6,The Woman in Red
4.9,Darkness Falls
7.1,Amen.
6.0,Blind Spot: Hitler's Secretary
7.7,In the Mirror of Maya Deren
6.8,Bullet
6.1,Claudine
6.4,Dead Reckoning
6.2,The Devil at 4 O'Clock
5.6,Ethan Frome
6.8,Gus
6.8,The Harder They Come
5.1,The Horse in the Gray Flannel Suit
7.0,Krush Groove
6.2,The Moon-Spinners
5.4,Sugar Hill
6.1,Chaos
5.0,Biker Boyz
5.9,Final Destination 2
6.2,The Recruit
5.1,The Guru
7.2,Lost in La Mancha
6.3,May
6.7,The Harder They Fall
6.9,I'm All Right Jack
6.5,Murder by Decree
6.0,Ordinary Decent Criminal
6.2,Pursued
7.1,The Smallest Show on Earth
6.0,Tokyo Decadence
6.6,Two Way Stretch
7.2,The Unfaithful Wife
7.0,Victim
6.8,Endangered Species
5.8,Enigma
6.5,Evil Under the Sun
5.5,Firefox
5.5,Five Days One Summer
5.8,Forced Vengeance
6.2,The Gendarme and the Gendarmettes
7.2,The Grey Fox
6.3,Hammett
5.4,Honkytonk Man
5.0,Human Highway
5.7,"I, the Jury"
5.0,If You Could See What I Hear
4.6,Jekyll and Hyde ... Together Again
5.8,Kiss Me Goodbye
6.5,Labyrinth of Passion
6.4,The Last American Virgin
7.0,The Last Unicorn
6.1,Liquid Sky
4.9,Making Love
5.4,Manhattan Baby
3.5,Megaforce
6.5,A Midsummer Night's Sex Comedy
7.2,Missing
5.2,The Missionary
4.8,Monsignor
7.2,Monty Python Live at the Hollywood Bowl
7.1,Moonlighting
6.5,Mother Lode
6.3,The Night of the Shooting Stars
6.4,The Night of Varennes
5.6,One from the Heart
6.0,Pandemonium
5.6,Paradise
6.0,Partners
5.7,Godard's Passion
6.0,Permanent Vacation
5.0,Personal Best
5.4,The Pirate Movie
4.9,Privates on Parade
7.4,Santa Claus Is a Stinker
5.4,Q
6.5,Querelle
7.7,Richard Pryor: Live on the Sunset Strip
7.7,Sunless
5.2,Savannah Smiles
7.0,Veronika Voss
5.7,Shoot the Moon
5.8,Six Pack
5.1,Six Weeks
5.8,The Soldier
6.4,Some Kind of Hero
5.7,The New York Ripper
6.2,The State of Things
8.0,Starstruck
6.1,Still of the Night
7.2,El Sur
6.6,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight
5.8,Tag: The Assassination Game
5.6,Tempest
6.6,Tenebre
5.2,They Call Me Bruce?
5.7,Time Walker
4.9,Trail of the Pink Panther
6.6,La traviata
7.0,Venom
6.3,To Begin Again
6.8,Die weisse Rose
6.5,White Dog
6.3,Who Dares Wins
6.0,Wrong Is Right
3.8,"Yor, the Hunter from the Future"
5.1,Zapped!
6.1,Deliver Us from Eva
6.3,How to Lose a Guy in 10 Days
6.0,Shanghai Knights
5.0,Daredevil
5.6,The Jungle Book 2
5.9,All the Real Girls
8.0,Amandla! A Revolution in Four-Part Harmony
6.1,Gerry
6.9,He Loves Me... He Loves Me Not
5.6,Lockdown
5.5,Dennis the Menace
7.2,Stand-In
6.1,10 to Midnight
6.1,The Black Stallion Returns
7.0,The Black Stallion
7.0,Cesar and Rosalie
5.9,A Countess from Hong Kong
6.8,Into the West
4.4,Kinjite: Forbidden Subjects
5.6,Messenger of Death
7.0,Mr. Majestyk
6.1,Murphy's Law
7.6,A Patch of Blue
6.1,A Prayer for the Dying
6.6,Q & A
6.5,The Red Badge of Courage
7.0,The Thrill of It All
6.8,Pillow Talk
6.4,The Man Who Fell to Earth
6.5,Dark Blue
6.1,Gods and Generals
7.3,The Life of David Gale
6.6,Old School
4.3,The Lawless Heart
6.7,The Navigators
6.5,Poolhall Junkies
5.4,Till Human Voices Wake Us
7.3,Stone Reader
5.8,Cradle 2 the Grave
6.4,Spider
6.2,American Heart
6.7,Edie & Pen
6.2,Insignificance
6.9,Lady Jane
5.5,Life Stinks
4.6,The Meteor Man
4.5,Mr. North
5.8,Seize the Day
6.2,The Slaughter Rule
3.9,Teenagers from Outer Space
3.7,Trouble Bound
5.4,Bringing Down the House
6.4,Tears of the Sun
7.1,Irreversible
5.7,Laurel Canyon
7.0,Nowhere in Africa
7.3,The Safety of Objects
6.2,Bend It Like Beckham
6.0,The Hunted
5.8,Willard
5.7,Gaudi Afternoon
5.7,Prozac Nation
6.6,Spun
7.2,King of Kings
7.2,The Lost Honor of Katharina Blum
5.2,Loving You
6.4,The Talk of the Town
6.7,Two-Lane Blacktop
6.3,Bang the Drum Slowly
5.9,The Benny Goodman Story
6.5,Born Free
4.8,Born Yesterday
6.9,Equus
7.3,Europa Europa
7.0,Fear Strikes Out
6.6,The Glenn Miller Story
5.9,Green Card
6.7,Journey to the Center of the Earth
4.8,One Good Cop
7.8,Pauline at the Beach
6.9,Ringu
5.4,Ringu 2
6.5,Sweet Charity
6.0,Talent for the Game
5.9,Women in Love
7.3,Japón
4.7,Boat Trip
5.2,Dreamcatcher
6.1,Piglet's Big Movie
5.0,View from the Top
7.2,The Awful Truth
6.2,The Bible: In the Beginning...
6.9,The House with Laughing Windows
7.6,Les Dames du Bois de Boulogne
3.8,My Friend Flicka
6.4,The Robe
6.1,Wind
6.2,Basic
5.5,The Core
5.3,Head of State
5.8,What a Girl Wants
5.3,Assassination Tango
7.8,Raising Victor Vargas
7.5,Dreams
8.0,Day for Night
6.0,Eye of God
7.5,In a Lonely Place
4.8,Physical Evidence
5.2,Wake of the Red Witch
5.7,Fellini: I'm a Born Liar
6.0,The Good Thief
5.8,A Man Apart
6.7,Phone Booth
7.0,Cet Amour-là
7.3,Cowboy Bebop: The Movie
6.1,DysFunktional Family
5.9,Levity
5.9,Anger Management
6.5,Better Luck Tomorrow
7.1,Ghosts of the Abyss
6.0,House of 1000 Corpses
6.2,Marion Bridge
5.4,XX/XY
5.2,Bulletproof Monk
6.3,Chasing Papi
6.6,A Mighty Wind
6.7,Holes
4.7,Malibu's Most Wanted
7.1,Winged Migration
7.2,Straw Dogs
3.9,Beginning of the End
7.0,The Andromeda Strain
6.0,Brainscan
7.0,Fahrenheit 451
8.0,I Am Trying to Break Your Heart
5.1,The Iceman Cometh
5.9,Legal Eagles
5.7,Married to It
5.0,Memories of Me
6.7,The Other Side of Heaven
5.8,A Private Function
3.8,Sibling Rivalry
6.2,Undercover Blues
6.2,Wildcats
5.8,The Wiz
6.4,Swords of Blood
5.0,The Marrying Man
5.4,My Father the Hero
4.8,Scenes from a Mall
6.2,Stella
6.4,Confidence
7.1,Identity
5.2,It Runs in the Family
3.3,The Real Cancun
5.4,City of Ghosts
8.0,A Decade Under the Influence
7.2,Manic
5.5,People I Know
7.2,Spellbound
5.8,The Lizzie McGuire Movie
6.8,X2
6.7,Blue Car
6.8,The Dancer Upstairs
6.8,Owning Mahowny
5.6,Daddy Day Care
6.9,Man on the Train
7.0,Only the Strong Survive
6.4,The Shape of Things
5.4,The Trip
8.5,Washington Heights
6.1,A Chorus Line
5.9,Absolute Beginners
6.9,Beat Street
5.1,Breakin' 2: Electric Boogaloo
5.8,Breakin'
7.8,Castle in the Sky
4.6,Lambada
6.8,Roadie
6.4,Les Girls
6.9,Gunfight at the O.K. Corral
7.2,High Society
6.8,Kiss Me Kate
6.7,The Matrix Reloaded
6.9,Dracula: Pages from a Virgin's Diary
6.1,Down with Love
7.1,Cinemania
4.3,Friends and Family
7.0,The Spanish Apartment
6.4,Bruce Almighty
5.6,The In-Laws
8.0,Gigantic (A Tale Of Two Johns)
6.3,Respiro
7.6,Finding Nemo
6.6,The Italian Job
6.0,Wrong Turn
7.4,Capturing the Friedmans
6.2,2 Fast 2 Furious
7.2,Love the Hard Way
7.1,Whale Rider
6.9,Nevada Smith
5.7,Regeneration
6.9,Silk Stockings
6.3,Snowball Express
6.6,A Man Called Horse
5.5,For Sale
6.8,Big Jake
6.0,The Crazies
5.4,Dementia 13
7.1,Drole de Drame
6.7,Le Mans
7.7,Murder on a Sunday Morning
6.2,Rio Lobo
6.7,Siam Sunset
7.4,The Swimmer
7.2,The White Sheik
6.9,Treasure Island
6.1,Two Evil Eyes
6.3,Walk Don't Run
7.5,Animals Are Beautiful People
6.8,Bend of the River
6.3,Car Wash
6.9,Come September
6.9,Destry Rides Again
5.4,The Electric Horseman
6.4,Gay Purr-ee
5.6,Intervista
6.7,King Rat
6.0,Live Wire
5.3,Mr & Mrs Bridge
5.7,Night Passage
5.7,The Rare Breed
6.7,Shenandoah
6.0,Straight Talk
6.2,Oscar
5.0,The Sixth Man
6.5,The Far Country
7.1,The Railway Children
6.6,Two Mules for Sister Sara
7.5,Winchester '73
7.6,Ziggy  Stardust and the Spiders from Mars
5.3,Battle Cry
4.7,The Courtship of Eddie's Father
6.3,"Objective, Burma!"
4.9,Operation Pacific
7.0,This Boy’s Life
6.3,13 Rue Madeleine
5.3,633 Squadron
6.8,Attack
7.4,Barton Fink
6.5,Battle of Britain
6.9,Belle Époque
6.4,The Big Trail
6.4,Cloak and Dagger
6.4,The Comancheros
6.3,Duel at Diablo
7.0,The Flight of the Phoenix
5.8,From the Terrace
6.8,"Heaven Knows, Mr. Allison"
6.7,The Hot Rock
6.5,"The Long, Hot Summer"
7.0,Man of Aran
6.8,Music Box
5.7,North to Alaska
7.5,This Man Must Die
6.7,Sink the Bismarck!
6.6,The Blue Max
6.4,The Desert Fox: The Story of Rommel
7.4,The Trial
5.8,The Unforgiven
5.6,The Undefeated
7.4,Divine Trash
5.4,Good Burger
5.9,Jubilee
6.4,Mississippi Masala
7.8,Quai des Orfèvres
5.2,A Stranger Among Us
5.7,Cahill U.S. Marshal
6.7,Chisum
6.8,Defence of the Realm
3.0,Eat a Bowl of Tea
5.1,Half Moon Street
5.4,The Truce
5.3,Opportunity Knocks
6.1,Shattered
7.4,The Song of Bernadette
6.5,The Life and Times of Judge Roy Bean
3.3,The Spirit of '76
7.1,Thoroughly Modern Millie
6.3,Where the Heart Is
4.1,Dumb and Dumberer: When Harry Met Lloyd
3.0,From Justin to Kelly
5.0,Hollywood Homicide
5.6,Rugrats Go Wild
5.7,The Hard Word
7.7,The Heart of Me
5.7,Jet Lag
4.7,Loco Love
5.5,Manito
5.9,Tycoon
5.0,Alex & Emma
6.0,On_Line
6.5,Experiment in Terror
7.2,Is Paris Burning?
6.4,Murphy's War
5.1,The Satanic Rites of Dracula
6.1,Strange Planet
7.1,28 Days Later
5.2,Charlie's Angels: Full Throttle
5.4,Gasoline
5.5,Ed and His Dead Mother
6.0,Just a Little Harmless Sex
5.0,The Bank
7.5,Ali: Fear Eats the Soul
4.3,"Bodies, Rest & Motion"
8.9,Jesus
6.0,The Long Ships
4.9,Made for Each Other
1.2,Ring of Terror
7.2,You Only Live Once
6.7,Anastasia
5.4,The Babe
5.7,Flight of the Intruder
6.6,Fun with Dick and Jane
6.8,Knights of the Round Table
4.8,The Main Event
5.8,Man's Favorite Sport?
5.8,Mr. Baseball
6.0,Nuts
6.8,Rhapsody in August
6.9,Scaramouche
5.5,Start the Revolution Without Me
7.7,The Tenant
5.8,The Advocate
7.3,Up the Sandbox
7.3,"What's Up, Doc?"
5.3,Hulk
5.2,"Legally Blonde 2: Red, White & Blonde"
6.6,Sinbad: Legend of the Seven Seas
5.9,Terminator 3: Rise of the Machines
6.5,Swimming Pool
7.5,Pirates of the Caribbean: The Curse of the Black Pearl
5.7,The League of Extraordinary Gentlemen
6.1,The Housekeeper
7.1,I Capture the Castle
7.2,Km. 0
6.8,Northfork
6.3,Bad Boys II
5.7,How to Deal
6.0,Johnny English
3.8,The Anarchist Cookbook
6.8,Dirty Pretty Things
7.0,L'imbalsamatore
4.9,Garage Days
7.0,On the Run
7.0,The Sea Is Watching
5.0,Born to Be Wild
5.5,Curly Sue
6.0,Little Giants
4.9,Loose Cannons
6.9,The Mouse That Roared
6.3,Spencer's Mountain
5.2,Masked and Anonymous
5.5,Lara Croft Tomb Raider: The Cradle of Life
6.8,Seabiscuit
4.7,Spy Kids 3-D: Game Over
6.5,Buffalo Soldiers
5.6,Camp
3.5,Hotel
6.3,"Lucía, Lucía"
7.0,Mondays in the Sun
5.4,Scorched
6.8,Avanti!
5.1,Eve of Destruction
4.9,Gator
6.0,Juggernaut
4.2,Kickboxer 2:  The Road Back
6.7,"Kiss Me, Stupid"
7.6,"One, Two, Three"
6.9,The Private Life of Sherlock Holmes
6.4,Remo Williams: The Adventure Begins...
5.9,The Blood of Heroes
5.6,"What's Up, Tiger Lily?"
6.2,White Lightning
6.0,American Wedding
3.5,Gigli
8.0,And Now... Ladies and Gentlemen...
5.0,Boys Life 4: Four Play
5.8,I'll Be There
7.4,The Magdalene Sisters
6.8,The Secret Lives of Dentists
6.0,Freaky Friday
2.5,Seaside
5.8,S.W.A.T.
4.8,Le Divorce
5.6,Princess Blade
7.1,Step Into Liquid
7.8,Accattone
5.4,The Making of '...And God Spoke'
6.3,Big Trouble
6.8,Brain Damage
7.1,A Double Life
7.1,Hawks and Sparrows
6.7,The Man in the Glass Booth
3.5,Purpose
5.0,The Red Pony
4.3,Sex & the Other Man
7.4,The Gospel According to Matthew
6.7,The Honeymoon Killers
8.0,Umberto D.
7.4,Brother's Keeper
5.4,The Day of the Dolphin
6.2,I Love You to Death
5.8,Freddy vs. Jason
6.1,Grind
7.0,Open Range
6.1,Uptown Girls
7.1,American Splendor
9.0,The Backyard
7.5,Carnage
6.7,Passionada
5.0,Agent Cody Banks
5.5,Camp Nowhere
3.0,The Cemetery Club
1.0,Changing Habits
4.4,Hot Dog... The Movie
7.0,House of Wax
6.6,The Inn of the Sixth Happiness
5.5,Man's Best Friend
5.9,Of Unknown Origin
6.1,Royal Deceit
4.2,Rowing with the Wind
5.5,The Rachel Papers
6.6,The Sure Thing
6.5,Thrashin'
6.2,Valley Girl
7.5,Wait Until Dark
5.5,Where the Rivers Flow North
6.9,Code Unknown
5.7,Showdown in Little Tokyo
8.2,Tokyo Story
7.4,The Green Ray
6.4,THX 1138
6.7,Valley of the Dolls
8.0,The Business of Fancydancing
7.1,Tunes of Glory
7.6,Kind Hearts and Coronets
5.5,Ash Wednesday
6.4,Joe Kidd
5.9,The Keep
5.3,Atragon
6.1,The Mysterians
4.8,Attack of the Puppet People
6.7,"The Beast from 20,000 Fathoms"
5.4,10
6.6,Tremors
8.2,The Red Shoes
6.9,The Pink Panther
6.8,The Pink Panther Strikes Again
6.4,Commando
6.4,Dracula
7.4,The Discreet Charm of the Bourgeoisie
7.3,Waco: The Rules of Engagement
8.1,Ikiru
5.6,Comic Book Villains
6.9,An Angel at My Table
7.3,War Photographer
6.5,"Ay, Carmela!"
7.0,Far Away
8.2,Incident at Oglala
5.8,The Handmaid's Tale
6.9,Revolution OS
5.8,All the Little Animals
6.0,Fire
7.1,Death in Venice
3.3,Marci X
5.3,The Medallion
4.4,My Boss's Daughter
5.6,The Battle of Shaker Heights
5.9,Don't Tempt Me
5.6,Dust
7.2,Stoked: The Rise And Fall Of Gator
7.0,Venus Boyz
6.3,Suddenly
5.5,Jeepers Creepers 2
6.1,Bollywood/Hollywood
5.3,Civil Brand
5.9,Once Upon a Time in the Midlands
6.3,The Other Side of the Bed
7.1,Zero Day
5.1,Dickie Roberts: Former Child Star
4.8,The Order
6.8,Home Room
5.9,Party Monster
6.1,Taking Sides
5.5,Cabin Fever
6.9,Matchstick Men
6.2,Once Upon a Time in Mexico
6.1,Dummy
7.3,Lost in Translation
7.8,Millennium Actress
4.4,Children Of The Night
5.8,Daisy Miller
6.8,Enlightenment Guaranteed
6.1,Gotcha!
4.8,Hard to Hold
5.3,Kuffs
7.8,Paper Moon
4.5,Sgt. Pepper's Lonely Hearts Club Band
6.6,Targets
5.8,The Ugly American
5.5,The Bostonians
6.1,Convoy
6.9,Day of the Dead
6.6,"Hello, Dolly!"
6.1,I'm Going Home
5.7,Memoirs of an Invisible Man
6.8,The Rose
6.1,See No Evil
3.0,Super Sucker
5.3,Indiscretion of an American Wife
5.1,At War with the Army
4.5,Bingo
5.1,God Told Me To
5.4,"I, Madman"
6.6,Jungle Book
5.3,Once Bitten
6.4,Shrimp on the Barbie
5.2,Squirm
5.9,The Adventures of Huckleberry Finn
6.6,The Brood
6.4,The Prince and the Pauper
6.2,Anything Else
4.9,Cold Creek Manor
5.3,The Fighting Temptations
6.9,Secondhand Lions
6.6,Underworld
6.7,Bubba Ho-tep
