,director,title,release_date,budget,revenue,return
680,Kelly Makin,Kids in the Hall: Brain Candy,1996-04-02,0.0,0.0,0.0
681,Paul Mazursky,Faithful,1996-04-03,13000000.0,9789900.0,0.7530692307692308
682,Emir Kusturica,Underground,1995-04-11,14000000.0,0.0,0.0
683,Bo Widerberg,All Things Fair,1995-03-08,0.0,0.0,0.0
684,Alan Mehrez,Bloodsport II,1996-03-01,0.0,684351.0,0.0
685,Satyajit Ray,Pather Panchali,1955-08-26,0.0,536364.0,0.0
686,Satyajit Ray,The World of Apu,1959-05-01,0.0,16000.0,0.0
687,Jim Mallon,Mystery Science Theater 3000: The Movie,1996-04-19,0.0,0.0,0.0
688,Joe Pytka,Space Jam,1996-11-15,80000000.0,250200000.0,3.1275
689,Roger Vadim,Barbarella,1968-10-10,9000000.0,2500000.0,0.2777777777777778
690,Catherine Cyran,Hostile Intentions,1995-01-01,0.0,0.0,0.0
691,Brett Piper,They Bite,1996-01-01,0.0,0.0,0.0
692,George Hickenlooper,Some Folks Call It a Sling Blade,1994-03-26,0.0,0.0,0.0
693,Peter Yates,The Run of the Country,1995-09-22,0.0,0.0,0.0
694,Jean-Luc Godard,Alphaville,1965-05-05,220000.0,0.0,0.0
695,Bertrand Tavernier,Coup de Torchon,1981-11-04,0.0,0.0,0.0
696,Mika Kaurismäki,Tigrero: A Film That Was Never Made,1994-01-01,0.0,0.0,0.0
697,Claude Chabrol,The Eye of Vichy,1993-05-20,0.0,0.0,0.0
698,Gordon Willis,Windows,1980-01-18,0.0,0.0,0.0
699,Randal Kleiser,It's My Party,1996-03-22,0.0,0.0,0.0
700,Michael Blakemore,Country Life,1994-10-27,0.0,0.0,0.0
701,Simon Wincer,Operation Dumbo Drop,1995-07-28,0.0,0.0,0.0
702,Margarethe von Trotta,The Promise,1995-02-16,0.0,0.0,0.0
703,Margarethe von Trotta,The Promise,1995-02-16,0.0,0.0,0.0
704,Richard Benjamin,Mrs. Winterbourne,1996-04-19,25000000.0,10070000.0,0.4028
705,Norberto Barba,Solo,1996-10-23,0.0,0.0,0.0
706,Eli Cohen,Under The Domim Tree,1994-01-01,0.0,0.0,0.0
707,Robert Mandel,The Substitute,1996-04-19,0.0,0.0,0.0
708,Pat Verducci,True Crime,1996-03-12,0.0,0.0,0.0
709,Michael Winterbottom,Butterfly Kiss,1995-08-18,0.0,0.0,0.0
710,Steven Baigelman,Feeling Minnesota,1996-09-13,0.0,0.0,0.0
711,Zalman King,Delta of Venus,1995-06-09,0.0,62949.0,0.0
712,Barry Caillier,To Cross the Rubicon,1991-01-01,0.0,0.0,0.0
713,Patrick Read Johnson,Angus,1995-09-15,0.0,0.0,0.0
714,Stijn Coninx,Priest Daens,1992-09-01,0.0,0.0,0.0
715,John Cassavetes,Faces,1968-11-24,275000.0,0.0,0.0
716,Stacy Cochran,Boys,1996-05-10,0.0,0.0,0.0
717,Jean-Claude Van Damme,The Quest,1996-04-19,30000000.0,57400547.0,1.9133515666666667
718,Mark Joffe,Cosi,1996-03-04,0.0,0.0,0.0
719,Steve Gomer,Sunset Park,1996-04-26,0.0,0.0,0.0
720,Lee Tamahori,Mulholland Falls,1996-04-26,0.0,0.0,0.0
721,Michael Lehmann,The Truth About Cats & Dogs,1996-04-26,0.0,0.0,0.0
722,George Scribner,Oliver & Company,1988-11-18,31000000.0,74151346.0,2.3919789032258065
723,Tom DeCerchio,Celtic Pride,1996-04-19,0.0,0.0,0.0
724,Alan Shapiro,Flipper,1996-05-17,25530000.0,20080020.0,0.7865264394829612
725,Angela Pope,Captives,1994-05-03,0.0,0.0,0.0
726,Betty Kaplan,Of Love and Shadows,1994-05-10,0.0,0.0,0.0
727,Jim Jarmusch,Dead Man,1995-12-23,9000000.0,0.0,0.0
728,Jean-Paul Rappeneau,The Horseman on the Roof,1995-09-20,35000000.0,15000000.0,0.4285714285714285
729,Jack Hill ,Switchblade Sisters,1975-01-05,0.0,0.0,0.0
730,Manuel Gómez Pereira,Mouth to Mouth,1995-11-10,0.0,0.0,0.0
731,Jean-Marie Poiré,The Visitors,1993-01-27,0.0,0.0,0.0
732,Harold Ramis,Multiplicity,1996-07-19,45000000.0,0.0,0.0
733,Brett Thompson,"The Haunted World of Edward D. Wood, Jr.",1996-05-01,0.0,0.0,0.0
734,Francesco Sframeli,Two Friends,2002-03-20,0.0,0.0,0.0
735,Spiro Scimone,Two Friends,2002-03-20,0.0,0.0,0.0
736,Andrew Fleming,The Craft,1996-05-03,15000000.0,24769466.0,1.6512977333333334
737,Reginald Hudlin,The Great White Hype,1996-05-03,0.0,0.0,0.0
738,Bruce Beresford,Last Dance,1996-05-02,0.0,5.0,0.0
739,John Schlesinger,Cold Comfort Farm,1995-01-01,0.0,0.0,0.0
740,Stephen Quay,"Institute Benjamenta, or This Dream People Call Human Life",1995-08-01,0.0,0.0,0.0
741,Timothy Quay,"Institute Benjamenta, or This Dream People Call Human Life",1995-08-01,0.0,0.0,0.0
742,Phil Joanou,Heaven's Prisoners,1996-05-17,25000000.0,0.0,0.0
743,Larry Cohen,Original Gangstas,1996-05-10,4800000.0,3014000.0,0.6279166666666667
744,Michael Bay,The Rock,1996-06-06,75000000.0,335062621.0,4.467501613333333
745,Harvey Miller,Getting Away with Murder,1996-04-12,0.0,0.0,0.0
746,Michele Soavi,Cemetery Man,1994-03-25,4000000.0,0.0,0.0
747,Jan de Bont,Twister,1996-05-10,92000000.0,494471524.0,5.374690478260869
748,David Hogan,Barb Wire,1996-05-02,0.0,3793614.0,0.0
749,Maurice Pialat,Le Garçu,1995-10-31,0.0,0.0,0.0
750,Gabriel Barylli,Honeymoon,1996-04-11,0.0,0.0,0.0
751,Mamoru Oshii,Ghost in the Shell,1995-11-18,0.0,2287714.0,0.0
752,Tom Holland,Thinner,1996-10-25,0.0,0.0,0.0
753,Rick Friedberg,Spy Hard,1996-05-24,18000000.0,0.0,0.0
754,Udayan Prasad,Brothers in Trouble,1995-08-23,0.0,0.0,0.0
755,Nick Park,A Close Shave,1995-12-24,0.0,0.0,0.0
756,Abraham Polonsky,Force of Evil,1948-12-25,0.0,0.0,0.0
757,John Landis,The Stupids,1996-08-30,0.0,0.0,0.0
758,David Twohy,The Arrival,1996-05-31,25000000.0,14048372.0,0.56193488
759,Robert Z. Leonard,The Man from Down Under,1943-08-04,0.0,0.0,0.0
760,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1800000.0,9440272.0,5.244595555555556
761,Guy Maddin,Careful,1992-09-30,0.0,0.0,0.0
762,John O'Brien,,,,,
763,John Irvin,A Month by the Lake,1995-09-11,0.0,0.0,0.0
764,Kevin James Dobson,Gold Diggers: The Secret of Bear Mountain,1995-11-03,0.0,0.0,0.0
765,Victor Saville,Kim,1950-12-07,0.0,0.0,0.0
766,Helena Solberg,Carmen Miranda: Bananas Is My Business,1995-04-13,0.0,0.0,0.0
767,Wong Kar-wai,Ashes of Time,1994-09-16,0.0,0.0,0.0
768,Ebrahim Forouzesh,The Jar,1994-04-01,0.0,0.0,0.0
769,Freida Lee Mock,Maya Lin: A Strong Clear Vision,1995-11-10,0.0,0.0,0.0
770,Joseph Vilsmaier,Stalingrad,1993-01-21,0.0,0.0,0.0
771,Simon Wincer,The Phantom,1996-06-06,45000000.0,17300889.0,0.3844642
772,Andrew Bergman,Striptease,1996-06-28,50000000.0,113309743.0,2.26619486
773,David Keating,The Last of the High Kings,1996-12-06,0.0,0.0,0.0
774,James Mangold,Heavy,1995-01-20,0.0,0.0,0.0
775,Francis Ford Coppola,Jack,1996-08-09,45000000.0,58620973.0,1.3026882888888889
776,Mary Harron,I Shot Andy Warhol,1996-05-01,0.0,1814290.0,0.0
777,Charles Matthau,The Grass Harp,1995-09-10,0.0,0.0,0.0
778,Goran Paskaljević,Someone Else's America,1995-09-09,0.0,0.0,0.0
779,Mwezé Ngangura,Life is Rosy,1987-11-17,0.0,0.0,0.0
780,Benoît Lamy,Life is Rosy,1987-11-17,0.0,0.0,0.0
781,Jean-Pierre Bekolo,Quartier Mozart,1992-05-26,0.0,0.0,0.0
782,Djibril Diop Mambéty,Touki Bouki,1973-07-01,0.0,0.0,0.0
783,Gaston Kaboré,God's Gift,1982-01-01,0.0,0.0,0.0
784,Federico Fellini,Spirits of the Dead,1968-05-16,0.0,0.0,0.0
785,Louis Malle,Spirits of the Dead,1968-05-16,0.0,0.0,0.0
786,Roger Vadim,Spirits of the Dead,1968-05-16,0.0,0.0,0.0
787,Henry Jaglom,Babyfever,1994-05-04,0.0,0.0,0.0
788,Victoria Foyt,Babyfever,1994-05-04,0.0,0.0,0.0
789,Robby Henson,Pharaoh's  Army,1995-01-01,50.0,0.0,0.0
790,Danny Boyle,Trainspotting,1996-02-23,4000000.0,16491080.0,4.12277
791,Scott Winant,Til There Was You,1997-05-30,1000000.0,0.0,0.0
792,Roland Emmerich,Independence Day,1996-06-25,75000000.0,816969268.0,10.892923573333332
793,Bernardo Bertolucci,Stealing Beauty,1996-03-29,0.0,0.0,0.0
794,Tony Scott,The Fan,1996-08-15,55000000.0,18626419.0,0.3386621636363636
795,Gary Trousdale,The Hunchback of Notre Dame,1996-06-21,100000000.0,100138851.0,1.00138851
796,Kirk Wise,The Hunchback of Notre Dame,1996-06-21,100000000.0,100138851.0,1.00138851
797,Ben Stiller,The Cable Guy,1996-06-10,47000000.0,102825796.0,2.187782893617021
798,Bobby Farrelly,Kingpin,1996-07-04,27000000.0,25023434.0,0.9267938518518518
799,Peter Farrelly,Kingpin,1996-07-04,27000000.0,25023434.0,0.9267938518518518
800,Chuck Russell,Eraser,1996-06-21,100000000.0,242295562.0,2.42295562
801,Carma Hinton,The Gate of Heavenly Peace,1995-01-01,0.0,0.0,0.0
802,Richard Gordon,The Gate of Heavenly Peace,1995-01-01,0.0,0.0,0.0
803,Tom Shadyac,The Nutty Professor,1996-06-26,54000000.0,128769345.0,2.3846175
804,María Luisa Bemberg,"I, the Worst of All",1990-08-09,0.0,0.0,0.0
805,Lucian Pintilie,An Unforgettable Summer,1994-05-15,0.0,65352.0,0.0
806,Gazdag Gyula,A Hungarian Fairy Tale,1987-01-01,0.0,0.0,0.0
807,Gérard Mordillat,My Life and Times With Antonin Artaud,1993-01-01,0.0,0.0,0.0
808,Mel Chionglo,Midnight Dancers,1994-09-09,0.0,0.0,0.0
809,Alexandre Rockwell,Somebody to Love,1994-09-27,0.0,0.0,0.0
810,Christopher Larkin,A Very Natural Thing,1974-01-01,0.0,0.0,0.0
811,Laurent Heynemann  ,The Old Lady Who Walked in the Sea,1991-09-18,0.0,0.0,0.0
812,Rob Cohen,Daylight,1996-12-06,80000000.0,159212469.0,1.9901558625
813,Peter Jackson,The Frighteners,1996-07-18,30000000.0,29359216.0,0.9786405333333332
814,John Sayles,Lone Star,1996-06-21,5000000.0,13269963.0,2.6539926
815,Bronwen Hughes,Harriet the Spy,1996-07-10,12000000.0,0.0,0.0
816,Jon Turteltaub,Phenomenon,1996-07-05,32000000.0,152036382.0,4.7511369375
817,Nicole Holofcener,Walking and Talking,1996-07-17,0.0,0.0,0.0
818,Edward Burns,She's the One,1996-08-26,3500000.0,9482579.0,2.7093082857142856
819,Joel Schumacher,A Time to Kill,1996-07-24,40000000.0,152266007.0,3.806650175
820,Michael Corrente,American Buffalo,1996-09-13,0.0,665450.0,0.0
821,Éric Rohmer,Rendezvous in Paris,1995-03-22,0.0,0.0,0.0
822,Fraser Clarke Heston,Alaska,1996-08-14,23000000.0,0.0,0.0
823,Kevin Hooks,Fled,1996-07-19,25000000.0,17193231.0,0.68772924
824,Paul Michael Glaser,Kazaam,1996-07-17,20000000.0,0.0,0.0
825,Ildikó Enyedi,Magic Hunter,1994-10-23,0.0,0.0,0.0
826,Howard Franklin,Larger Than Life,1996-10-31,30000000.0,0.0,0.0
827,Mitch Marcus,A Boy Called Hate,1996-05-22,0.0,0.0,0.0
828,Jaime Hellman,Power 98,1996-05-17,0.0,0.0,0.0
829,Nicolas Roeg,Two Deaths,1995-09-10,0.0,0.0,0.0
830,Arlene Sanford,A Very Brady Sequel,1996-08-23,0.0,0.0,0.0
831,Maurizio Nichetti,Stefano Quantestorie,1993-05-26,0.0,0.0,0.0
832,Luis Buñuel,Death in the Garden,1956-09-21,0.0,0.0,0.0
833,Paul Turner,Hedd Wyn,1992-01-01,0.0,0.0,0.0
834,Éric Rohmer,La Collectionneuse,1967-03-02,0.0,0.0,0.0
835,Peter Sehr,Kaspar Hauser,1993-09-11,0.0,0.0,0.0
836,Gernot Roll,Kaspar Hauser,1993-09-11,0.0,0.0,0.0
837,Rolf Silber,Regular Guys,1996-05-30,0.0,0.0,0.0
838,Peter Weck,Diebinnen,1996-06-20,0.0,0.0,0.0
839,Manoel de Oliveira,The Convent,1995-09-06,0.0,0.0,0.0
840,Steve Barron,The Adventures of Pinocchio,1996-07-26,0.0,0.0,0.0
841,John Payson,Joe's Apartment,1996-07-26,13000000.0,4619014.0,0.3553087692307692
842,Hugh Wilson,The First Wives Club,1996-09-20,26000000.0,116400000.0,4.476923076923077
843,Nigel Finch,Stonewall,1995-10-01,0.0,0.0,0.0
844,Ron Howard,Ransom,1996-11-08,80000000.0,309492681.0,3.8686585125
845,Hart Bochner,High School High,1996-10-25,0.0,21302121.0,0.0
846,Doug Ellin,Phat Beach,1996-08-02,0.0,0.0,0.0
847,Annette Haywood-Carter,Foxfire,1996-08-23,0.0,258263.0,0.0
848,Andrew Davis,Chain Reaction,1996-08-02,50000000.0,60209334.0,1.20418668
849,Danny DeVito,Matilda,1996-08-02,36000000.0,33459416.0,0.9294282222222222
850,Douglas McGrath,Emma,1996-08-02,6000000.0,22231658.0,3.705276333333333
851,Tim Pope,The Crow: City of Angels,1996-08-29,13000000.0,17917287.0,1.378252846153846
852,Harry Winer,House Arrest,1996-08-14,0.0,0.0,0.0
853,Georges Franju,Eyes Without a Face,1960-01-11,0.0,0.0,0.0
854,Gilbert Adler,Bordello of Blood,1996-08-16,15000000.0,5600000.0,0.3733333333333333
855,John Rubino,Lotto Land,1995-06-01,0.0,0.0,0.0
856,Yin Li,The Story of Xinghua,1994-03-30,0.0,0.0,0.0
857,Yim Ho,The Day the Sun Turned Cold,1994-01-01,0.0,0.0,0.0
858,Hal Hartley,Flirt,1995-09-14,0.0,0.0,0.0
859,Marcus DeLeon,The Big Squeeze,1996-09-06,0.0,0.0,0.0
860,Lee David Zlotoff,The Spitfire Grill,1996-08-23,6000000.0,12643776.0,2.107296
861,John Carpenter,Escape from L.A.,1996-08-09,50000000.0,42277365.0,0.8455473
862,Tran Anh Hung,Cyclo,1995-01-01,0.0,0.0,0.0
863,Julian Schnabel,Basquiat,1996-08-09,2962051.0,3011195.0,1.016591206565991
864,Ron Shelton,Tin Cup,1996-08-16,45000000.0,53854588.0,1.1967686222222222
865,Rolf de Heer,Dingo,1991-06-02,200000.0,300000.0,1.5
866,Keisuke Kinoshita,The Ballad of Narayama,1958-06-01,0.0,0.0,0.0
867,Nicole Garcia,Every Other Weekend,1990-08-28,0.0,0.0,0.0
868,Leone Pompucci,Mille bolle blu,1993-01-01,0.0,0.0,0.0
869,Zheng Jun-Li,Crows and Sparrows,1949-01-01,0.0,0.0,0.0
870,Francis Ford Coppola,The Godfather,1972-03-14,6000000.0,245066411.0,40.844401833333336
871,Sönke Wortmann,Maybe... Maybe Not,1994-10-05,0.0,0.0,0.0
872,Stanley Tong,Police Story 3: Supercop,1992-07-04,900000.0,20483423.0,22.75935888888889
873,Lisa Krueger,Manny & Lo,1996-01-22,500000.0,431326.0,0.862652
874,Mikio Naruse,Wife,1953-04-29,0.0,0.0,0.0
875,Gillies MacKinnon,Small Faces,1996-04-05,1850000.0,0.0,0.0
876,Lana Wachowski,Bound,1996-09-13,4500000.0,7011317.0,1.5580704444444444
877,Lilly Wachowski,Bound,1996-09-13,4500000.0,7011317.0,1.5580704444444444
878,Arthur Hiller,Carpool,1996-08-23,17000000.0,0.0,0.0
879,John Ruane,Death in Brunswick,1990-11-08,0.0,0.0,0.0
880,Robert Altman,Kansas City,1996-08-16,18000000.0,0.0,0.0
881,Christopher Cain,Gone Fishin',1997-05-30,53000000.0,0.0,0.0
882,Peter Shaner,Lover's Knot,1996-07-12,0.0,0.0,0.0
883,Tsai Ming-liang,Vive L'Amour,1994-09-02,0.0,0.0,0.0
884,Daniel Schmid,Shadow of Angels,1976-01-31,0.0,0.0,0.0
885,Tim Metcalfe,Killer: A Journal of Murder,1996-09-06,0.0,0.0,0.0
886,Izidore K. Musallam,Nothing to Lose,1994-01-01,0.0,0.0,0.0
887,Stanley Tong,Project S,1993-10-21,0.0,0.0,0.0
888,Jim McKay,Girls Town,1996-08-21,0.0,0.0,0.0
889,Karim Dridi,Bye-Bye,1995-08-30,0.0,0.0,0.0
890,Peter Hyams,The Relic,1997-01-10,60000000.0,33956608.0,0.5659434666666666
891,John Frankenheimer,The Island of Dr. Moreau,1996-08-23,40000000.0,49627779.0,1.240694475
892,Richard Stanley,The Island of Dr. Moreau,1996-08-23,40000000.0,49627779.0,1.240694475
893,David M. Evans,First Kid,1996-08-30,0.0,0.0,0.0
894,David Koepp,The Trigger Effect,1996-08-30,8000000.0,0.0,0.0
895,Gary Winick,Sweet Nothing,1995-06-08,0.0,0.0,0.0
896,Norman Jewison,Bogus,1996-09-06,32000000.0,0.0,0.0
897,Ernest R. Dickerson,Bulletproof,1996-09-06,25000000.0,22611954.0,0.90447816
898,Nick Hamm,Talk of Angels,1998-10-30,0.0,0.0,0.0
899,Roy Allen Smith,The Land Before Time III: The Time of the Great Giving,1995-03-16,0.0,0.0,0.0
900,Theo van Gogh,1-900,1994-09-01,0.0,0.0,0.0
901,Joe Chappelle,Halloween: The Curse of Michael Myers,1995-09-29,5000000.0,15116634.0,3.0233268
902,Trevor Nunn,Twelfth Night,1996-10-31,0.0,0.0,0.0
903,Keith Gordon,Mother Night,1996-11-01,0.0,0.0,0.0
904,Max Ophüls,Liebelei,1933-03-10,0.0,0.0,0.0
905,Jan Jakub Kolski,Venice,2010-05-25,0.0,0.0,0.0
906,André Téchiné,Wild Reeds,1994-05-05,0.0,0.0,0.0
907,Sam Wood,For Whom the Bell Tolls,1943-07-12,3000000.0,0.0,0.0
908,George Cukor,The Philadelphia Story,1940-12-05,0.0,0.0,0.0
909,Stanley Donen,Singin' in the Rain,1952-04-10,2540800.0,7200000.0,2.8337531486146097
910,Gene Kelly,Singin' in the Rain,1952-04-10,2540800.0,7200000.0,2.8337531486146097
911,Vincente Minnelli,An American in Paris,1951-08-08,2723903.0,4500000.0,1.6520412070473875
912,Stanley Donen,Funny Face,1957-02-13,0.0,0.0,0.0
913,Blake Edwards,Breakfast at Tiffany's,1961-10-05,2500000.0,9500000.0,3.8
914,Alfred Hitchcock,Vertigo,1958-05-09,2479000.0,28000000.0,11.294876966518755
915,Alfred Hitchcock,Rear Window,1954-08-01,1000000.0,36764313.0,36.764313
916,Frank Capra,It Happened One Night,1934-02-22,325000.0,4500000.0,13.846153846153848
917,George Cukor,Gaslight,1944-05-04,2068000.0,0.0,0.0
918,Mark Sandrich,The Gay Divorcee,1934-10-12,520000.0,0.0,0.0
919,Alfred Hitchcock,North by Northwest,1959-07-07,4000000.0,13275000.0,3.31875
920,Billy Wilder,The Apartment,1960-06-15,3000000.0,25000000.0,8.333333333333334
921,Billy Wilder,Some Like It Hot,1959-03-18,2883848.0,25000000.0,8.668972844615944
922,Stanley Donen,Charade,1963-12-05,4000000.0,13474588.0,3.368647
923,Michael Curtiz,Casablanca,1942-11-26,878000.0,10462500.0,11.916287015945333
924,John Huston,The Maltese Falcon,1941-11-18,375000.0,1000000.0,2.6666666666666665
925,George Cukor,My Fair Lady,1964-10-21,17000000.0,72070731.0,4.239454764705882
926,Billy Wilder,Sabrina,1954-09-28,2238813.0,10000000.0,4.466652641377372
927,William Wyler,Roman Holiday,1953-09-02,1500000.0,12000000.0,8.0
928,Walter Lang,The Little Princess,1939-03-17,0.0,0.0,0.0
929,Vincente Minnelli,Meet Me in St. Louis,1944-11-23,0.0,0.0,0.0
930,Victor Fleming,The Wizard of Oz,1939-08-15,2777000.0,33754967.0,12.15519157364062
931,Victor Fleming,Gone with the Wind,1939-12-15,4000000.0,400176459.0,100.04411475
932,Richard Benjamin,My Favorite Year,1982-10-01,0.0,0.0,0.0
933,Billy Wilder,Sunset Boulevard,1950-08-10,1752000.0,5000000.0,2.853881278538813
934,Orson Welles,Citizen Kane,1941-04-30,839727.0,23217674.0,27.64907404430249
935,Stanley Kubrick,2001: A Space Odyssey,1968-04-10,10500000.0,68700000.0,6.542857142857143
936,Mitchell Leisen,Golden Earrings,1947-08-27,0.0,0.0,0.0
937,Joseph L. Mankiewicz,All About Eve,1950-11-09,1400000.0,63463.0,0.0453307142857142
938,George Cukor,The Women,1939-01-01,1688000.0,2270000.0,1.34478672985782
939,Alfred Hitchcock,Rebecca,1940-04-12,1288000.0,6000000.0,4.658385093167702
940,Alfred Hitchcock,Foreign Correspondent,1940-08-16,0.0,0.0,0.0
941,Alfred Hitchcock,Notorious,1946-08-15,2000000.0,24464742.0,12.232371
942,Alfred Hitchcock,Spellbound,1945-12-28,1500000.0,7000000.0,4.666666666666667
943,Leo McCarey,An Affair to Remember,1957-07-11,0.0,0.0,0.0
944,Alfred Hitchcock,To Catch a Thief,1955-08-03,2500000.0,8750000.0,3.5
945,Vincente Minnelli,Father of the Bride,1950-06-16,0.0,0.0,0.0
946,Vincente Minnelli,The Band Wagon,1953-08-07,0.0,0.0,0.0
947,Ernst Lubitsch,Ninotchka,1939-10-06,1365000.0,2279000.0,1.6695970695970697
948,Billy Wilder,Love in the Afternoon,1957-06-30,0.0,0.0,0.0
949,Vincente Minnelli,Gigi,1958-04-15,0.0,0.0,0.0
950,Vincente Minnelli,The Reluctant Debutante,1958-01-01,0.0,0.0,0.0
951,Michael Curtiz,The Adventures of Robin Hood,1938-05-13,2033000.0,3981000.0,1.958189867191343
952,William Keighley,The Adventures of Robin Hood,1938-05-13,2033000.0,3981000.0,1.958189867191343
953,Rouben Mamoulian,The Mark of Zorro,1940-11-08,0.0,0.0,0.0
954,Otto Preminger,Laura,1944-10-11,1020000.0,2000000.0,1.96078431372549
955,Joseph L. Mankiewicz,The Ghost and Mrs. Muir,1947-06-26,0.0,0.0,0.0
956,Frank Capra,Lost Horizon,1937-09-01,4000000.0,0.0,0.0
957,Mark Sandrich,Top Hat,1935-09-06,609000.0,3202000.0,5.257799671592775
958,Ernst Lubitsch,To Be or Not to Be,1942-03-05,0.0,0.0,0.0
959,Gregory La Cava,My Man Godfrey,1936-09-17,0.0,0.0,0.0
960,George Stevens,Giant,1956-10-10,5400000.0,35000000.0,6.481481481481482
961,Elia Kazan,East of Eden,1955-03-09,1.0,5.0,5.0
962,W.S. Van Dyke,The Thin Man,1934-05-25,226408.0,1423000.0,6.285113600226141
963,Howard Hawks,His Girl Friday,1940-01-18,0.0,0.0,0.0
964,Michael Anderson,Around the World in Eighty Days,1956-10-17,6000000.0,42000000.0,7.0
965,Frank Capra,It's a Wonderful Life,1946-12-20,3180000.0,9644124.0,3.032743396226415
966,Frank Capra,Mr. Smith Goes to Washington,1939-10-19,1500000.0,9600000.0,6.4
967,Howard Hawks,Bringing Up Baby,1938-02-18,1073000.0,0.0,0.0
968,George Stevens,Penny Serenade,1941-04-24,0.0,0.0,0.0
969,Victor Sjöström,The Scarlet Letter,1926-08-09,0.0,0.0,0.0
970,William A. Wellman,Lady of Burlesque,1943-06-01,0.0,0.0,0.0
971,John Cromwell,Of Human Bondage,1934-07-20,0.0,0.0,0.0
972,Archie Mayo,Angel on My Shoulder,1946-09-20,0.0,0.0,0.0
973,John Cromwell,Little Lord Fauntleroy,1936-03-06,0.0,0.0,0.0
974,Busby Berkeley,They Made Me a Criminal,1939-01-28,0.0,0.0,0.0
975,Henry Koster,The Inspector General,1949-12-31,0.0,0.0,0.0
976,James Edward Grant,Angel and the Badman,1947-02-15,0.0,0.0,0.0
977,Alfred Hitchcock,The 39 Steps,1935-06-01,0.0,0.0,0.0
978,Lewis Milestone,A Walk in the Sun,1945-12-25,0.0,0.0,0.0
979,Howard Hawks,The Outlaw,1943-02-05,0.0,0.0,0.0
980,Howard Hughes,The Outlaw,1943-02-05,0.0,0.0,0.0
981,George A. Romero,Night of the Living Dead,1968-10-01,114000.0,30000000.0,263.1578947368421
982,John Huston,The African Queen,1951-12-03,1300000.0,10750000.0,8.26923076923077
983,John Huston,Beat the Devil,1953-11-24,1000000.0,0.0,0.0
984,Richard Brooks,Cat on a Hot Tin Roof,1958-02-17,3000000.0,17570324.0,5.8567746666666665
985,Richard Brooks,The Last Time I Saw Paris,1954-01-01,0.0,105.0,0.0
986,Frank Capra,Meet John Doe,1941-03-12,0.0,0.0,0.0
987,John Cromwell,Algiers,1938-06-28,0.0,0.0,0.0
988,Victor Schertzinger,Something to Sing About,1937-09-30,0.0,0.0,0.0
989,Frank Borzage,A Farewell to Arms,1932-12-08,4.0,25.0,6.25
990,Edwin L. Marin,Moonlight Murder,1936-03-27,0.0,0.0,0.0
991,Thaddeus O'Sullivan,Nothing Personal,1996-10-18,0.0,0.0,0.0
992,Corey Yuen Kwai,"Yes, Madam",1985-01-01,0.0,0.0,0.0
993,Darrell James Roodt,Dangerous Ground,1997-02-12,0.0,3028094.0,0.0
994,Joshua Logan,Picnic,1955-11-18,0.0,0.0,0.0
995,Chris Newby,Madagascar Skin,1995-01-26,0.0,0.0,0.0
996,Richard Schenkman,The Pompatus of Love,1996-07-26,0.0,0.0,0.0
997,Allan Miller,Small Wonders,1995-01-01,0.0,0.0,0.0
998,Carroll Ballard,Fly Away Home,1996-09-13,0.0,0.0,0.0
999,Lance Young,Bliss,1997-04-14,0.0,294064.0,0.0
1000,Allison Anders,Grace of My Heart,1996-09-13,0.0,0.0,0.0
1001,Joseph Vilsmaier,Brother of Sleep,1995-09-08,0.0,0.0,0.0
1002,Ringo Lam,Maximum Risk,1996-09-13,25000000.0,51702483.0,2.06809932
1003,Neil Jordan,Michael Collins,1996-10-25,28000000.0,16900000.0,0.6035714285714285
1004,Amy Holden Jones,The Rich Man's Wife,1996-09-13,0.0,8538318.0,0.0
1005,Matthew Broderick,Infinity,1996-10-04,0.0,0.0,0.0
1006,Stanley Tucci,Big Night,1996-09-20,0.0,0.0,0.0
1007,Campbell Scott,Big Night,1996-09-20,0.0,0.0,0.0
1008,Walter Hill,Last Man Standing,1996-09-20,67000000.0,47267001.0,0.7054776268656716
1009,Robert M. Young,Caught,1996-01-24,0.0,0.0,0.0
1010,F. Gary Gray,Set It Off,1996-11-06,9000000.0,41590886.0,4.621209555555556
1011,John Herzfeld,2 Days in the Valley,1996-09-11,0.0,0.0,0.0
1012,Reb Braddock,Curdled,1996-09-06,2300000.0,49620.0,0.0215739130434782
1013,René Gainville,L'associé,1979-08-22,0.0,0.0,0.0
1014,John Walsh,Ed's Next Move,1996-10-18,0.0,0.0,0.0
1015,Michael Apted,Extreme Measures,1996-09-27,38000000.0,17380126.0,0.4573717368421052
1016,John Gray,The Glimmer Man,1996-10-04,45000000.0,0.0,0.0
1017,Robert Lieberman,D3: The Mighty Ducks,1996-10-04,0.0,22955097.0,0.0
1018,James Foley,The Chamber,1996-10-11,50000000.0,22540359.0,0.45080718
1019,Norman Tokar,The Apple Dumpling Gang,1975-07-01,0.0,0.0,0.0
1020,Norman Foster,"Davy Crockett, King of the Wild Frontier",1955-05-25,0.0,0.0,0.0
1021,John Hough,Escape to Witch Mountain,1975-03-21,0.0,20000000.0,0.0
1022,Robert Stevenson,The Love Bug,1968-12-22,0.0,0.0,0.0
1023,Robert Stevenson,Herbie Rides Again,1974-02-14,0.0,0.0,0.0
